IdLugarSalida,Lugar Salida,IdTranspSalidad,Transporte Internacional de Salida,FechaSalida,IdFecSalida,FechaEntrada,IdFecEntrada,IdNacionalidad,Pais,IdDeptoResidencia,Departamento,IdMotivo,Motivo,IdOcupacion,Ocupacion,IdNivelEstudio,Estudio,IdDestino,Destino,IdAlojamiento,Alojamiento,IdLugarIngreso,Lugar Ingreso,IdTranspIngreso,Transporte Internacional de Ingreso,IdTranspLocal,Trasporte Local,Estadia,Gente,GastoTotal,GastoAlojamiento,GastoAlimentacion,GastoTransporteInternac,GatoTransporteLocal,GastoCultural,GastoTours,GastoCompras,GastoResto,Coef,CoefTot
3,Aeropuerto de Carrasco,1,Aereo,2017-05-19,13653,2017-05-25,13659,1,Uruguay,12,Rio Negro,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,32,Resto Sud America,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,6,2,1404.0,0.0,804.0,0.0,0.0,600.0,0.0,0.0,0.0,131.68,263.35
18,Río Branco,2,Terrestre Auto,2023-02-24,15760,2023-03-03,15767,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,20,Brasil,5,Vivienda Arrendada,18,Río Branco,2,Terrestre Auto,1,Auto propio,7,4,2368.19,564.33,490.81,0.0,149.72,493.59,251.43,418.3,0.0,299.89,1199.55
7,Fray Bentos,2,Terrestre Auto,2018-02-25,13935,2018-03-06,13944,1,Uruguay,12,Rio Negro,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,10,Argentina,5,Vivienda Arrendada,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,9,3,1400.0,600.0,300.0,0.0,135.5,91.14,0.0,0.0,273.36,169.94,509.82
7,Fray Bentos,2,Terrestre Auto,2024-02-22,16123,2024-02-28,16129,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",27,Profesional dependiente,,,10,Argentina,1,Hotel,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,6,4,1100.0,450.0,198.61,0.0,212.79,85.68,0.0,152.92,0.0,337.97,1351.9
10,Salto,2,Terrestre Auto,2023-03-02,15766,2023-03-03,15767,1,Uruguay,60,Salto,5,Tratamiento Salud,1,"Jubilado, Pensionista",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,1,Auto propio,1,2,383.51,0.0,38.35,0.0,25.57,0.0,0.0,0.0,319.6,299.89,599.78
1,Colonia,5,Maritimo - Fluvial,2019-05-07,14371,2019-05-09,14373,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",15,"Obrero esp, Conductor, Artesano",3.0,Secundaria incompleta,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,2,1,392.02,74.0,55.0,61.14,74.18,0.0,0.0,107.14,81.71,274.09,274.09
3,Aeropuerto de Carrasco,1,Aereo,2019-06-26,14421,2019-07-07,14432,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",15,"Obrero esp, Conductor, Artesano",4.0,Secundaria completa,32,Resto Sud America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,11,2,3144.53,1464.15,442.19,1179.88,53.84,380.82,300.0,503.52,0.0,185.45,370.9
8,Paysandú,2,Terrestre Auto,2019-07-22,14447,2019-07-27,14452,1,Uruguay,61,Paysandu,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,8,Paysandú,2,Terrestre Auto,1,Auto propio,5,3,2473.02,605.5,341.12,0.0,568.95,0.0,0.0,319.65,637.79,354.45,1063.36
3,Aeropuerto de Carrasco,1,Aereo,2018-04-13,13982,2018-04-19,13988,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",15,"Obrero esp, Conductor, Artesano",4.0,Secundaria completa,32,Resto Sud America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,1,Auto propio,6,2,1895.38,668.33,240.01,0.0,204.0,400.0,0.0,383.04,0.0,151.6,303.21
15,Artigas,2,Terrestre Auto,2024-04-20,16181,2024-05-06,16197,1,Uruguay,60,Salto,1,"Ocio, Recreo, Vacaciones",24,Trabajador Independiente,,,20,Brasil,30,Vivienda arrendada X plataforma,15,Artigas,2,Terrestre Auto,1,Auto propio,16,4,2500.0,1000.0,562.06,0.0,100.0,500.0,0.0,200.0,137.94,254.24,1016.95
1,Colonia,5,Maritimo - Fluvial,2023-12-20,16059,2023-12-27,16066,1,Uruguay,20,Canelones,2,Visita familiares / amigos,3,Estudiante,4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,4,Auto familiares / amigos,7,1,419.82,0.0,50.89,114.5,0.0,0.0,0.0,368.93,0.0,184.16,184.16
10,Salto,2,Terrestre Auto,2025-06-09,16596,2025-06-12,16599,1,Uruguay,43,Tacuarembo,1,"Ocio, Recreo, Vacaciones",25,Trabajador dependiente,,,10,Argentina,1,Hotel,10,Salto,2,Terrestre Auto,1,Auto propio,3,2,441.04,86.29,76.17,0.0,75.11,0.0,0.0,117.29,86.17,106.44,212.89
13,Rivera,2,Terrestre Auto,2023-12-22,16061,2023-12-26,16065,1,Uruguay,53,Rivera,2,Visita familiares / amigos,11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,20,Brasil,6,Vivienda Familiares / Amigos,13,Rivera,2,Terrestre Auto,1,Auto propio,4,3,754.0,0.0,266.41,0.0,90.25,0.0,0.0,397.34,0.0,21.48,64.45
4,Chuy,3,Terrestre Bus,2025-09-18,16697,2025-09-22,16701,1,Uruguay,31,Maldonado,1,"Ocio, Recreo, Vacaciones",25,Trabajador dependiente,,,20,Brasil,1,Hotel,4,Chuy,3,Terrestre Bus,1,Auto propio,4,1,500.0,254.95,171.2,0.0,73.85,0.0,0.0,0.0,0.0,87.08,87.08
7,Fray Bentos,2,Terrestre Auto,2019-08-03,14459,2019-08-12,14468,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,9,3,1000.0,0.0,281.23,0.0,453.65,93.11,26.21,145.79,0.0,118.99,356.97
7,Fray Bentos,2,Terrestre Auto,2023-08-20,15937,2023-08-23,15940,1,Uruguay,12,Rio Negro,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,3,2,400.0,0.0,88.4,0.0,99.2,76.27,0.0,136.13,0.0,278.63,557.26
3,Aeropuerto de Carrasco,1,Aereo,2017-05-29,13663,2017-06-16,13681,1,Uruguay,52,Cerro Largo,2,Visita familiares / amigos,11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,40,Europa,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,18,1,4400.0,0.0,504.51,1600.0,674.52,899.36,0.0,1686.3,635.31,113.24,113.24
3,Aeropuerto de Carrasco,1,Aereo,2017-07-25,13720,2017-08-08,13734,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",6.0,Terciaria completa,40,Europa,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,14,2,4200.0,2273.68,673.68,2400.0,168.42,84.21,0.0,1000.0,0.0,125.41,250.82
4,Chuy,3,Terrestre Bus,2024-04-02,16163,2024-04-09,16170,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",25,Trabajador dependiente,,,20,Brasil,1,Hotel,4,Chuy,3,Terrestre Bus,3,Taxi - Bus,7,2,1587.86,912.8,675.06,412.14,0.0,0.0,0.0,0.0,0.0,42.43,84.86
8,Paysandú,2,Terrestre Auto,2023-05-04,15829,2023-05-10,15835,1,Uruguay,61,Paysandu,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,10,Salto,2,Terrestre Auto,1,Auto propio,6,2,700.0,330.0,150.0,0.0,48.94,18.24,0.0,100.0,52.82,431.15,862.3
8,Paysandú,2,Terrestre Auto,2023-10-30,16008,2023-11-01,16010,1,Uruguay,61,Paysandu,2,Visita familiares / amigos,2,Ama de casa,3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,2,Terrestre Auto,1,Auto propio,2,2,505.64,0.0,90.32,0.0,98.86,0.0,0.0,208.61,107.85,955.41,1910.83
3,Aeropuerto de Carrasco,1,Aereo,2024-07-29,16281,2024-08-15,16298,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",24,Trabajador Independiente,,,50,Africa,30,Vivienda arrendada X plataforma,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,17,3,9239.29,1446.43,1000.0,3500.0,302.17,70.2,100.0,6266.92,53.57,284.56,853.68
3,Aeropuerto de Carrasco,1,Aereo,2017-02-23,13568,2017-03-03,13576,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,20,Brasil,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,8,2,1600.0,0.0,680.85,0.0,340.43,370.21,0.0,208.51,0.0,116.24,232.48
3,Aeropuerto de Carrasco,1,Aereo,2018-09-09,14131,2018-09-14,14136,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,1,"Jubilado, Pensionista",6.0,Terciaria completa,20,Brasil,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,5,2,705.94,0.0,300.0,740.0,0.0,180.0,0.0,200.0,25.94,215.64,431.27
1,Colonia,5,Maritimo - Fluvial,2023-05-12,15837,2023-05-16,15841,1,Uruguay,10,Colonia,10,Compras,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,4,2,800.0,264.92,248.31,0.0,0.0,0.0,0.0,286.77,0.0,399.93,799.86
4,Chuy,3,Terrestre Bus,2024-06-26,16248,2024-07-02,16254,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",1,"Jubilado, Pensionista",,,20,Brasil,1,Hotel,4,Chuy,3,Terrestre Bus,3,Taxi - Bus,6,3,1600.0,460.0,1140.0,666.0,0.0,0.0,0.0,0.0,0.0,52.32,156.95
3,Aeropuerto de Carrasco,1,Aereo,2024-11-27,16402,2024-12-11,16416,1,Uruguay,10,Colonia,1,"Ocio, Recreo, Vacaciones",24,Trabajador Independiente,,,32,Resto Sud America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,2,Auto alquilado,14,2,4000.0,3000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,551.4,1102.8
7,Fray Bentos,2,Terrestre Auto,2024-08-02,16285,2024-08-07,16290,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",25,Trabajador dependiente,,,10,Argentina,1,Hotel,8,Paysandú,2,Terrestre Auto,1,Auto propio,5,4,2700.2,560.0,600.0,0.0,200.0,400.0,0.0,800.0,140.2,632.36,2529.46
10,Salto,2,Terrestre Auto,2019-10-22,14539,2019-10-23,14540,1,Uruguay,60,Salto,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,1,Auto propio,1,2,663.71,0.0,92.68,197.01,92.41,0.0,0.0,403.54,75.07,167.12,334.24
3,Aeropuerto de Carrasco,1,Aereo,2017-08-11,13737,2017-08-16,13742,1,Uruguay,20,Canelones,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,5,2,355.0,0.0,150.0,350.0,0.0,45.0,0.0,0.0,160.0,125.41,250.82
10,Salto,2,Terrestre Auto,2019-09-25,14512,2019-10-01,14518,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",1,"Jubilado, Pensionista",5.0,Terciaria incompleta,10,Argentina,1,Hotel,10,Salto,2,Terrestre Auto,1,Auto propio,6,4,800.0,380.0,230.0,0.0,66.98,19.87,0.0,48.74,54.41,167.12,668.49
1,Colonia,5,Maritimo - Fluvial,2019-12-06,14584,2019-12-11,14589,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,1,"Jubilado, Pensionista",6.0,Terciaria completa,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,4,Auto familiares / amigos,5,3,133.03,0.0,54.69,0.0,78.34,0.0,0.0,0.0,0.0,248.49,745.48
10,Salto,2,Terrestre Auto,2022-01-23,15363,2022-01-27,15367,1,Uruguay,60,Salto,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,1,Auto propio,4,3,404.36,0.0,157.25,0.0,112.32,0.0,0.0,112.32,22.46,34.36,103.07
1,Colonia,5,Maritimo - Fluvial,2019-05-03,14367,2019-05-06,14370,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,3,2,750.0,192.39,106.88,243.1,174.16,108.87,0.0,167.69,0.0,274.09,548.17
8,Paysandú,2,Terrestre Auto,2024-10-15,16359,2024-10-18,16362,1,Uruguay,61,Paysandu,1,"Ocio, Recreo, Vacaciones",27,Profesional dependiente,,,10,Argentina,1,Hotel,8,Paysandú,2,Terrestre Auto,1,Auto propio,3,2,779.81,160.0,152.34,0.0,20.0,131.44,0.0,150.0,166.02,650.1,1300.2
1,Colonia,5,Maritimo - Fluvial,2020-01-22,14631,2020-01-28,14637,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",6.0,Terciaria completa,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,6,3,803.1,100.0,393.52,362.72,0.0,0.0,0.0,309.59,0.0,192.55,577.66
16,Bella Unión,2,Terrestre Auto,2019-09-21,14508,2019-09-23,14510,1,Uruguay,51,Artigas,2,Visita familiares / amigos,2,Ama de casa,4.0,Secundaria completa,20,Brasil,6,Vivienda Familiares / Amigos,16,Bella Unión,2,Terrestre Auto,1,Auto propio,2,2,278.59,0.0,66.65,0.0,12.79,0.0,0.0,186.71,12.43,170.82,341.64
3,Aeropuerto de Carrasco,1,Aereo,2017-09-24,13781,2017-09-27,13784,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,10,Argentina,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,3,1,437.0,225.0,170.0,163.0,0.0,0.0,0.0,0.0,42.0,112.09,112.09
1,Colonia,5,Maritimo - Fluvial,2023-02-03,15739,2023-02-06,15742,1,Uruguay,20,Canelones,10,Compras,11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,3,2,465.95,81.34,76.26,120.33,90.85,0.0,0.0,120.33,97.18,321.8,643.6
3,Aeropuerto de Carrasco,1,Aereo,2017-06-14,13679,2017-06-18,13683,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,12,"Director, gerente",6.0,Terciaria completa,31,Chile,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,4,1,392.0,172.0,120.0,0.0,100.0,0.0,0.0,0.0,0.0,113.24,113.24
1,Colonia,5,Maritimo - Fluvial,2018-05-18,14017,2018-05-23,14022,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,1,Hotel,2,Puerto de montevideo,5,Maritimo - Fluvial,3,Taxi - Bus,5,1,513.05,250.0,118.24,110.0,40.0,0.0,0.0,0.0,104.81,163.65,163.65
7,Fray Bentos,2,Terrestre Auto,2025-02-10,16477,2025-02-14,16481,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,26,Profesional independiente,,,10,Argentina,2,Appart Hotel,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,4,1,800.0,292.55,251.71,0.0,255.74,0.0,0.0,0.0,0.0,218.34,218.34
7,Fray Bentos,3,Terrestre Bus,2023-11-20,16029,2023-11-23,16032,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,7,Fray Bentos,3,Terrestre Bus,3,Taxi - Bus,3,2,449.87,82.06,76.17,67.39,83.38,0.0,0.0,117.29,90.96,630.57,1261.14
1,Colonia,5,Maritimo - Fluvial,2018-05-07,14006,2018-05-09,14008,1,Uruguay,21,Montevideo,9,Estudios,15,"Obrero esp, Conductor, Artesano",4.0,Secundaria completa,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,2,1,280.0,100.06,47.11,138.05,22.18,0.0,0.0,110.65,0.0,280.93,280.93
7,Fray Bentos,3,Terrestre Bus,2017-11-11,13829,2017-11-17,13835,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,7,Fray Bentos,3,Terrestre Bus,3,Taxi - Bus,6,2,1510.14,521.09,285.71,35.13,125.5,0.0,0.0,188.32,389.52,65.32,130.64
1,Colonia,5,Maritimo - Fluvial,2023-07-12,15898,2023-07-18,15904,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,6,Otros,6,3,700.0,186.64,176.68,359.77,200.65,0.0,0.0,136.03,0.0,396.34,1189.02
3,Aeropuerto de Carrasco,1,Aereo,2019-03-26,14329,2019-04-08,14342,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,3,Estudiante,5.0,Terciaria incompleta,33,Centro y Norte America,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,13,1,1500.0,0.0,0.0,850.0,0.0,295.62,0.0,1204.38,0.0,234.17,234.17
1,Colonia,5,Maritimo - Fluvial,2017-03-27,13600,2017-04-03,13607,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,0,Sin Datos,7,2,1728.0,574.0,336.0,64.0,154.0,0.0,0.0,174.0,490.0,194.34,388.67
8,Paysandú,2,Terrestre Auto,2022-07-11,15532,2022-07-14,15535,1,Uruguay,61,Paysandu,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,2,Terrestre Auto,1,Auto propio,3,2,250.0,0.0,64.96,0.0,83.03,0.0,0.0,102.01,0.0,1274.89,2549.77
17,Melo - Aceguá,2,Terrestre Auto,2017-10-14,13801,2017-10-15,13802,1,Uruguay,52,Cerro Largo,3,Trabajo / Profesion,14,"Jefe, Capataz, Encargado",4.0,Secundaria completa,20,Brasil,1,Hotel,17,Melo - Aceguá,2,Terrestre Auto,1,Auto propio,1,2,150.0,104.42,45.58,50.0,0.0,0.0,0.0,0.0,0.0,94.96,189.93
17,Melo - Aceguá,2,Terrestre Auto,2024-05-30,16221,2024-06-10,16232,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",24,Trabajador Independiente,,,20,Brasil,30,Vivienda arrendada X plataforma,17,Melo - Aceguá,2,Terrestre Auto,1,Auto propio,11,3,1200.0,79.09,55.93,0.0,21.07,1000.0,0.0,30.33,13.58,228.14,684.43
7,Fray Bentos,2,Terrestre Auto,2022-12-10,15684,2022-12-14,15688,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,5,Vivienda Arrendada,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,4,3,1500.0,315.08,296.46,0.0,354.24,191.84,0.0,342.38,0.0,79.35,78.43
3,Aeropuerto de Carrasco,1,Aereo,2018-10-04,14156,2018-10-12,14164,1,Uruguay,61,Paysandu,1,"Ocio, Recreo, Vacaciones",1,"Jubilado, Pensionista",6.0,Terciaria completa,33,Centro y Norte America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,6,Otros,8,4,4349.12,2178.62,503.11,3660.0,161.38,242.04,0.0,1263.97,0.0,240.23,960.92
18,Río Branco,2,Terrestre Auto,2017-01-11,13525,2017-01-16,13530,1,Uruguay,54,Treinta y Tres,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,20,Brasil,1,Hotel,18,Río Branco,2,Terrestre Auto,0,Sin Datos,5,2,700.0,300.0,150.0,0.0,79.55,136.36,0.0,0.0,34.09,96.18,192.35
3,Aeropuerto de Carrasco,1,Aereo,2018-08-20,14111,2018-09-19,14141,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,3,Estudiante,5.0,Terciaria incompleta,33,Centro y Norte America,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,30,1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,215.64,215.64
1,Colonia,5,Maritimo - Fluvial,2024-03-13,16143,2024-03-18,16148,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",3,Estudiante,,,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,5,2,800.0,0.0,270.0,100.0,30.0,0.0,0.0,500.0,0.0,201.25,402.49
3,Aeropuerto de Carrasco,1,Aereo,2017-07-01,13696,2017-07-17,13712,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,33,Centro y Norte America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,16,4,4900.64,3351.39,993.0,7183.36,248.25,180.0,0.0,0.0,128.0,106.2,424.79
3,Aeropuerto de Carrasco,1,Aereo,2017-08-23,13749,2017-08-28,13754,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,5,2,1534.0,545.91,300.25,266.0,163.77,0.0,0.0,305.71,218.36,125.41,250.82
13,Rivera,2,Terrestre Auto,2019-12-03,14581,2019-12-09,14587,1,Uruguay,43,Tacuarembo,2,Visita familiares / amigos,11,"Patron, Com, Ind, Prod Agrop",3.0,Secundaria incompleta,20,Brasil,6,Vivienda Familiares / Amigos,13,Rivera,2,Terrestre Auto,1,Auto propio,6,3,1108.53,0.0,308.93,0.0,62.65,389.73,0.0,288.92,58.29,52.53,157.58
1,Colonia,5,Maritimo - Fluvial,2017-08-29,13755,2017-09-04,13761,10,Argentina,21,Montevideo,2,Visita familiares / amigos,2,Ama de casa,5.0,Terciaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,3,Terrestre Bus,0,Sin Datos,6,1,174.0,0.0,83.38,0.0,39.88,0.0,0.0,0.0,50.75,130.76,130.76
1,Colonia,5,Maritimo - Fluvial,2023-07-18,15904,2023-07-21,15907,1,Uruguay,21,Montevideo,10,Compras,16,"Empl. Adm, Cajero, Vendedor",3.0,Secundaria incompleta,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,3,2,1200.0,80.0,440.97,0.0,0.0,0.0,0.0,679.03,0.0,396.34,792.68
7,Fray Bentos,2,Terrestre Auto,2023-07-27,15913,2023-07-28,15914,1,Uruguay,12,Rio Negro,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",3.0,Secundaria incompleta,10,Argentina,1,Hotel,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,1,2,400.0,80.0,48.75,0.0,20.0,50.0,0.0,140.0,61.25,351.94,703.87
1,Colonia,5,Maritimo - Fluvial,2018-01-16,13895,2018-01-22,13901,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,2,Ama de casa,4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,4,Auto familiares / amigos,6,1,300.0,0.0,100.0,80.0,0.0,64.88,0.0,0.0,135.12,229.44,229.44
1,Colonia,5,Maritimo - Fluvial,2022-08-24,15576,2022-08-28,15580,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,4,3,568.48,155.53,144.45,362.55,0.0,97.11,0.0,171.39,0.0,585.93,1757.79
4,Chuy,2,Terrestre Auto,2022-02-25,15396,2022-03-07,15406,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,20,Brasil,1,Hotel,4,Chuy,2,Terrestre Auto,1,Auto propio,10,4,2237.85,741.02,679.69,0.0,165.94,0.0,0.0,478.46,172.74,35.41,141.65
3,Aeropuerto de Carrasco,1,Aereo,2024-07-20,16272,2024-07-29,16281,1,Uruguay,11,Saqn Jose,2,Visita familiares / amigos,24,Trabajador Independiente,,,31,Chile,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,9,1,822.4,0.0,200.0,550.0,100.0,109.31,0.0,300.0,113.09,497.24,497.24
3,Aeropuerto de Carrasco,1,Aereo,2017-12-21,13869,2018-01-08,13887,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,1,"Jubilado, Pensionista",3.0,Secundaria incompleta,40,Europa,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,18,2,6000.0,0.0,3625.52,3700.0,0.0,0.0,0.0,500.0,1874.48,203.83,407.67
7,Fray Bentos,2,Terrestre Auto,2020-01-24,14633,2020-01-27,14636,1,Uruguay,42,Florida,2,Visita familiares / amigos,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,3,3,800.0,0.0,162.43,0.0,227.26,154.73,0.0,255.58,0.0,193.45,580.36
